label,text
5,There is a burning sensation in my chest that won't go away.
0,I have had a very tough time breathing all day.
2,I have been feeling more fatigued for the past couple of months.
1,"I have been struggling with epistaxis for some time, which affects my nose and causes frequent nosebleeds."
5,"When I eat spicy foods, I get heartburn every time."
3,I have been having a fever lately.
7,My polydipsia is not getting any better
4,headache
0,I have been having trouble breathing just doing light activity.
0,"I was diagnosed with asthma a child and it improved over the years, but now I am having trouble breathing at night when I sleep. I wake up coughing or gasping for air."
6,"I am having numbness, pain, and tingling on the outside of my thighs."
2,I have a hard time getting out of bed in the morning.
0,I start to have dyspnea even when I walk for 5 minutes.
8,"I'm worried, I've not done anything strenuous but my hearts racing."
0,air need
3,high body temperature
2,"Despite getting a full nights sleep, I still feel really tired. I don't  sleep with my cellphone near me, or even have any sound on, and the room itself is dark when I sleep."
4,I've had a headache but it is only on the left side of my head.
9,"I have not been able to gain weight, I have been eating right and still exercising and not gaining weight."
0,"I have been dealing with dyspnea for some time, which affects my ability to breathe comfortably."
2,The fatigue is making it hard for me to think clearly.
6,"There is a mass in my foot, it is hard."
4,I'm feeling pressure in my forehead It is pounding.
5,"Over the last few days, i've felt a discomfort in my throat. I think I'm getting a cold."
1,I experience frequent nosebleeds and difficulty stopping the bleeding due to my epistaxis.
5,acid reflux
0,When I lay down on my right side it is hard for me to breathe at night.
0,"I'm having a hard time breathing, I cant get my breath."
2,I sleep 8 hours a night but I still feel that I am tired all day like I have not slept at all.
7,"I feel like I'm constantly in a desert because I am just so thirsty! No matter how much I drink, I still feel thirsty. My body remains cool and I'm not overheating so I can't figure out why I can't quench my thirst."
5,I take antacids daily but I can't seem to get rid of the constant acid indigestion.
9,I can eat all day and lay around but I can't put on a single pound
4,I have been having headaches for a couple of weeks now. I have tried Tylenol and Advil and nothing touches the headache. I can't focus on work because it hurts so bad.
7,I have been informed that I have polydipsia
8,My pulse is rapid and strong.
3,feverish
1,I have noticed over the past month that my nose tends to bleed.
2,tired
5,My heartburn is driving me crazy.
4,My headache is preventing me from getting anything done.
3,My fever is making it hard for me to sleep.
1,"I have been diagnosed with epistaxis, a condition characterized by nosebleeds."
7,feeling of extreme thirstiness
8,While sleeping I feel like suddenly my heart rate increased.
8,Sometimes I feel heavy rapid heartbeat.
6,I can't stand this mass at lower extremities any longer.
3,Shivering chills befor of high temperature.
4,I think I might have a migraine headache.
8,I am concerned about my heart because I have noticed when I am the least bit active my heart beats really fast.
7,"I have been drinking excessive amounts of water, I suspect it's polydipsia"
5,I have been eating this spicy India food which was interesting but now I feel I have a discomfort in throat and heartburn.
3,"I'm constantly sweaty and hot, but my air conditioning is at the highest setting!"
2,"Not sure whats going on.  Im sleeping 10 to 12 hours every night and still taking naps during the say.  Ive fell asleep at my desk a couple of times last week.  When i wake up from sleeping, i still feel tired."
4,I've been dealing with a headache all morning.
6,Every time I go to sit down I have this pain from a mass at my hip.
6,"Heaviness in the lower half of my body, running is harder than before this heaviness."
8,I am concerned about the tachycardia I am feeling
1,blood loss from the nose
2,"For the past few days, I have had a lot of body pain all over and I feel under the weather."
2,So it's been really common that I've been getting sleepy super easily without any explanation.
2,I'm tired all of the time and I have a lack of energy
7,I have been experiencing polydipsia and I am seeking medical attention for it
8,fast pulse
0,cannot inhale
2,I literally can't get myself out of bed because I am so tired.
2,feeling tired
4,I recently had a mini bicycle accident and fell flat on my face. Ever since that day I can feel pressure on my forehead and I'm wondering if this will ever go away or might be something more serious.
2,I feel tired all the time even with a full nights sleep.
7,"I can't stop feeling thirsty, however much I drink."
3,I have goosebumps all over.
9,I am suffering from weight loss
1,"I am dealing with epistaxis, a condition that affects my nose and causes nosebleeds."
8,My heart beats are very fast. My pulse rate is also very fast.
8,"I have never struggle with asthma before, but recently, I have found that my heart has been beating very fast, even when not doing a difficult activity."
2,I need to take naps throughout the day as I feel lazy all the time
0,"I feel like I am suffocating, I literally can't catch my breath."
9,I am not gaining weight Properly for the past 6 months. I take food properly
1,hemorrhage from the nasal cavity
0,"Whenever, I try to breath, it feels like I'm being suffocated because I just can't get enough air into my lungs."
4,My head really hurts and I'm not sure why
0,I have a hard time breathing even when I'm not doing any exercises.
5,When I am laying in bed if I sleep on the wrong side I get really bad acid regugitation that burns my nose and throat.
5,These pass few weeks I have eating later than usual and I have been experiencing burning in my chest.
7,I have been so thirsty that I end up consuming twice what I usually do- my general practitioner called my symptom polydipsia.
3,I developed a fever after catching the flu
8,I am dealing with tachycardia and its effects on my heart and body.
4,"I have just been experiencing little aches all over, especially in the joints."
8,My heart is beating so fast maybe because of tension.
0,"I've been having shortness of breath, even after just walking a few steps."
3,I'm feeling hot and flushed.
8,My heart feels as though it is beating really fast.
9,"I keep losing weight, even though I have been eating the same as usual & even more so with my having breakfast lately."
8,Tachycardia has become a significant problem in my life.
1,I noticed when I woke up  this morning and the past several mornings I have been experiencing a nose bleed that is harder to stop. it keeps hemorrhaging
9,I am losing weight despite the fact I am trying to gain some weight
7,excessive thirst
9,I have lost substantial amounts of fat.
1,I have been having nose bleeds recently.
9,I have been eating normally but am losing weight.
2,"I have some kind of chronic fatigue, I am tired constantly, even just after rising."
8,My heart rate is over 100 beats a minute
5,I get heartburn all of the time unless I use a little bit of baking soda.
4,I just have a really bad headache.
6,lump at thighs
1,nasal bleeding
2,I feel really achey and tired all the time - my body is so sore
4,I feel aches in the whole body which sometimes prolong for hours.
8,Tachycardia is causing me physical and emotional distress.
5,I have a lot of acid reflux and heartburn often.
6,I was getting out of the shower the other day and it looked like I had some kind of blister or cyst on the inside of my thigh.
0,I feel like I can't get enough air.
0,When I am sitting in the evenings sometimes I have a hard time breathing.
5,I feel heartburn as my chest is burning
3,My temperature is higher than usual.
3,I am experiencing a fever and it's impacting my self-esteem.
2,"Lately I'm having no energy for anything, even strong coffee doesn't help."
5,The burning sensation in my chest is heartburn.
4,There is a lot of tension in my head.
2,bodyach
7,I've noticed that I am thirstier than normal.
6,mass at lower extremities
2,I feel like I have no energy to do things.
2,I have a hard time focusing because I'm exhausted
2,"When  I got home from work, I was feeling very fatigued. I am feeling nausea as well as a body ache and chills."
3,I am so hot and tired.
5,I'm trying to work through this heartburn.
9,"I haven't changed my diet or exercise routine, however I seem to be losing weight unintentionally."
0,My throat/ airway is very tight and I cannot breath normally.  I have great difficulty trying to take in air even while sitting down.  It feels air is being sucked out of me.
4,I've been having throbbing headaches around my forehead during my period.
4,If I get temper I feel throbbing feeling around forehead. often I am getting head ache on one side of my head.
6,mass at hip
0,"Im having a hard time inhaling, I feel as though I can't catch my breath."
0,I have trouble catching my breath.
8,I feel like my heart is racing.
5,Over the past month I have experienced a sharp burning pain in my stomach area.
5,"I've been taking medicine for my heartburn, but it's not helping."
0,i find myself grasping for air
3,I am experiencing very high fevers at night that are making it hard to sleep
2,I have noticed over the past month that I have no and little energy to complete tasks.
6,I went to put my shorts on yesterday and I noticed the right leg of my shorts fit a little tighter than the left leg of my shorts. I noticed I had a lump on my right thigh that caused the shorts to fit tighter on that side. I have never noticed the bump before and my shorts have always fit before. This thigh lump is new and concerning.
1,Every time I play basketball I get epistaxis.
7,I smoked my vape and now chronic ingestion of large volume of water
9,"No matter what I eat or how much I exercise, I can't keep my weight where I want it. I feel like I'm losing weight and I don't like it. I don't feel healthy and nothing seems to work to gain weight."
4,I have a throbbing sensation in my head.
1,I have epistaxis which results in frequent nosebleeds.
7,I feel like I never drink enough. My mouth feels dry and I feel dehydrated even if I drink all the time.
7,Excessive Thirst
4,I have been waking up most mornings with a migraine.
2,feeling weak
3,I have been running a fever for a long time and it's starting to affect my overall well-being.
3,lately i'm experiencing chills which are so bad that sometimes i'm actually shivering.  sometimes i have to grab a blanket and wrap myself in it to stay warm.  it has been happening quite frequently lately.
1,I donâ€™t know what happened but I woke up with a bloody nose.
3,I feel like I've had a fever these last few days. I'm frequently cold and will get shivers. my face feels flushed
6,"My legs have large lumps on them, probably from bumping them on my bed frame"
9,"I've been trying to gain weight, but nothing I can't seem to put on weight."
4,"Every time I put my head up, I feel a pain on the right side of my head and loud noises make it worse."
5,I feel heartburn after eating my meal.
4,I am having this head pain in the front of my head and it’s worse when I lye down.
2,malaise
6,There is a lump on my hip.
3,For the last three days I've experienced increased body temperature. I was in the rain one day and I think I got cold.
4,"When I got home from work the other day and sat down, I started to experience a throbbing feeling around my forehead that hasn't gone away."
9,I lost some kilos this month
3,So I have noticed that I just randomly get goosebumps.
5,I can't stand this heartburn any longer.
6,I have some weird mass on my foot and it's making it hard to walk.
3,I have a very high fever.
7,For the last month I have had a feeling of being thirsty all the time. I just can't seem to get enough to drink. I can drink 2 or 3 glasses in an hour and I still feel like I need more.
8,"I have an elevated heart rate, a symptom of tachycardia."
7,chronic ingestion of large volumes of water
4,My head hurts each time am showing the television
0,Everytime i lay down breathing becomes so umcomfortable that i have to get up immediatly
9,My body weight has decreased.
5,I have a lot of acid in my esophagus.
8,I'm concerned because lately i notice that my heart is beating very fast even when it shouldn't be; for example i could be sitting at home watching television and i can tell my heart is beating faster than it should be.
4,My head hurts all the time especially in the evening. Also I don't see very well. Maybe I should wear glasses?
7,polydipsia
4,"During migraines, I experience sensation of tightness around forehead."
2,good day doctor and thank you for getting me an appointment so quickly. i can't tell you how frustrated i am.  for the past few weeks i've been exhausted; this is effecting every aspect of my life.  i almost fell asleep at work the other day and in fact i think i actually was asleep for a few seconds.  when i was driving over here i could hardly keep my eyes open.  i haven't been under any increased stress; i;m no more nervous than i usually am and i need to know what's wrong with me..
7,"I dont know why, but lately i have been experiencing excessive thirst. I havent changed anything in my life and its like i am constantly thirsty."
1,nose is bleeding
9,I am now carrying less weight than I did previously.
2,I get tired easily.
2,My body has been aching even when I didn't workout that day
9,Over the past month I have experienced unexplained weight loss of 20 pounds.
6,I have this great big bump or lump on my right thigh.
1,"My epistaxis diagnosis has been difficult, as it affects my daily activities."
3,raised body temperature
5,discomfort in throat
7,I am just always thirsty. I drink and drink but am still thirsty.
6,"While I was getting dressed the other day, I noticed a lump in my leg and now it's making it hard for me to walk."
6,There is a mass in my legs.
8,My heart rate is higher than normal and it's causing me discomfort.
4,I have frequent head pain especially in winter.
7,I drink water all the time but I can't seem to get rid of this excessive thirst.
5,I've been experiencing heartburn all day.
1,Over the past month I have experienced an increase in blood loss from my nose.
8,"When I engage in less vigrous excercises, I experience a rapid heart rate."
1,My epistaxis symptoms do not get any better.
6,I have a mass at legs.I feel numness in legs. I do not know the reason.
0,"I struggle with dyspnea, a condition that affects my ability to breathe properly."
9,"I was in bed rest for a week due to back pain, and now I am experiencing sudden weight loss even after having a normal diet."
5,It feels like I’ve been experiencing acid reflux.
9,"I am having trouble gaining weight, I eat alot but instead I could lose weight if I skip a meal."
7,I've been super thirsty! I can't help but drink excessive amounts of water.
1,I have been having problems with my nose bleeding lately and can't stop it.
2,I feel like I have no motivation.
9,"I have been monitoring my calories lately, and I can't figure out why my weight is fluctuating like it is. I have been experiencing weight loss, which has been unintentional: I actually have been eating to gain weight. My diet journal confirms this increase in calories."
5,I have a lot of acid in my throat that is causing discomfort.
1,My nose is bleeding a lot more than normal and it happens at the most unexpected times so I am here to figure out why.
4,forehead pressure
7,I have been told that I have polydipsia
8,I have been experiencing episodes of tachycardia.
8,Tachycardia has become a recurring issue for me.
3,I have a fever and feel quite warm to the touch.
8,My heart is starting to race without any reason even if I don't do anything physical. It beats really fast.
8,I have been struggling with tachycardia for a while now.
6,There is a bulge of skin coming out of the side of my leg higher than my thigh
2,"Since I have been very depressed, I have been experiencing low energy."
7,I've observed that I am drinking water excessively.
4,"Every day, about mid afternoon, I get a sharp pain in my head. It's usually only my right side near my temple and lasts for about 20 minutes."
5,I have a burning sensation in my chest.
8,Tachycardia has become a concern for my overall health.
6,"I recently found a lump on my inner left thigh. I first noticed it about 2 weeks ago, and thought I'd better get it checked out when it didn't go away."
0,I just feel like I am being smothered or suffocated. Almost feels like I am under water.
2,"I've been feeling very tired, like I can hardly do the housework I need to do anymore. I wake up, get up, but I have no energy to do anything. Also, when I go out, I feel so weak that I have to sit down somewhere."
4,Lately I've been having headaches that feel like a ton of pressure right to my forehead.
5,Acid Reflux
0,My dyspnea has caused me to experience difficulty breathing and shortness of breath.
6,There is some kind of lump on my left thigh. Right in between my legs there.
9,cannot gain weight
3,I’ve got a high temperature and I checked it with a thermometer. It’s 110 degrees.
2,The fatigue is making it hard for me to keep up with my usual routine.
2,I've noticed a significant loss of strength in my left hand that has gotten much worse recently.
3,My temperature is high
2,I get really fatigued after walking a short distance.
2,The fatigue is becoming unbearable and affects my quality of life.
0,I feel like I can't get enough oxygen.
7,I have been really thirsty lately. I have been drinking a lot of water maybe too much. I have been drinking probably 15 glasses a day.
8,My heart is beating really fast all the time.
1,I have high blood pressure and because of that I have been hemorrhaging from the nasal cavity.
7,excess drinking
0,I've been experiencing dyspnea for a couple of weeks now since I started working in the factory nearby our house. We are packing goods there but even though when i'm sitting only i'm still experiencing it.
9,I am experiencing weight loss but I am not trying to
1,My epistaxis has caused me to experience frequent nosebleeds and difficulty stopping the bleeding.
0,Taking a breath is a struggle for me
0,I am having difficulty in breathing. I cannot breathe properly
7,always thirsty
5,"My Mom, sometimes coughs so hard that she nearly gags and throws up. She says that she tastes acid everything this happens"
8,My heart feels like it's beating faster than it should.
9,I've noticed I've started losing weight. No matter how much I eat I'm not gaining weight.
2,I have been experiencing lots of fatigue and overall body pain throughout the entire day.
6,I've got a bad case of mass at lower extremities right now.
5,I have this burning feeling in the top part of my chest.
1,Every few days before I go to bed I will start to experience some bleeding from the nose.
8,My heart rate seems higher than normal.
6,I have a bump on my calf.
3,I am really hot and sweaty and uncomfortable and it just feels like my temperature is higher than it should be so I think I have a fever.
9,I no longer fill out my clothes the way I used to.
6,My legs and feet have some type of mass in them. Help.
2,body pain
8,My heart rate is elevated and uneven.
1,My epistaxis symptoms include frequent nosebleeds and difficulty stopping the bleeding.
5,This pregnancy the acid reflux is bad I can’t lay down
4,My head is throbbing with a headache.
2,"i dont feel like myself, i dont feel as strong as i usually do, im feeling weak and unable to carry out my day to day tasks"
2,"Throughout the day I started feeling very weak and tired, all of my energy is depleted and that usually doesn't happen until I do something that requires a lot of my energy."
6,I can't seem to get rid of this mass at my lower extremities.
9,I can't gain any weight no matter what I do.
3,I feel hot and cold and I think I have a fever.
9,I have been struggling with rapid weight loss.
8,"I am feeling really jittery, and my heart is racing. This happens sometimes when I'm thinking about work or school."
3,I think I have a fever.
8,Sometimes when I'm sleeping i feel like my heart beat rate increased and it will lead to a Heart attack.
8,tachycardia
1,My epistaxis symptoms include frequent nosebleeds and difficulty stopping the bleeding.
5,My heartburn is causing a lot of discomfort.
9,I am no longer carrying as much weight as I used to.
0,cant breath
8,I have been experiencing tachycardia regularly.
0,"I am dealing with dyspnea, a condition that affects my ability to breathe."
0,"Sometime, even when I'm resting it is difficult to breathe properly.  I can get very out of breath."
3,"My body temperature is elevated, indicating a fever."
0,"Even when I am completely relaxed, I can't seem to catch my breath"
2,I have been feeling very weak and tired for the last week.
1,I have been bleeding from the nose.
6,I think I have a firm mass at my lower extremities
1,My brother hit me in the nose and now it keeps bleeding
1,When I wake in the morning there is blood on my pillow.
2,"I've been really tired lately, but I can't sleep in my own without melatonin. Even with melatonin and 8 hours of sleep from taking it, I still don't feel refreshed."
5,"I went to an Italian restaurant and had lasagna for dinner. Afterwards, I experienced cardialgia."
5,The pain from my heartburn is intense.
0,Doctor i can just walk from one room to another or get up from sitting down and will experience shortness of breath
2,"Doc, i dont know how to explain it but everything hurts.  My entire body.  Everything.  I tried soaking in a tub but that hurt.  Wouldnt even consider a massage.   I have no energy or motivation to do anything because it just hurts and i just cant physically move.  Its been gradually getting worse since i left the military."
6,lump at lower extremities
9,I have an ongoing issue with weight loss and need to take action to address it.
1,I've started getting nosebleeds out of the blue the past month. Is it a nasal issue? Something wrong with my brain?
2,"I'm not feeling myself lately. No matter how much sleep I get, I am completely exhausted."
9,I am here because I recently lost 20 pounds but I haven't been making any effort to lose weight. All of this unexpected weight loss is starting to scare me.
6,"When I go on long walks, my legs and feet are really sore the next day."
2,"I sleep good, i drink a lot of water and i eat very healthy but for some reason im always feeling tired."
9,I have not changed my diet or exercise habits but I keep losing weight.
9,"I have noticed that I am not gaining weight. In fact, I seem to be losing weight without any effort."
7,I have been so thirsty lately and cannot stop drinking juice.
2,The fatigue is making it hard for me to get out of bed in the morning.
0,My dyspnea symptoms include difficulty breathing and shortness of breath.
3,My son came back from playing outside and the next day he had a high fever.
9,I went on a cruise and ate cake every day but I still lost weight.
6,I've been experiencing a mass at my lower extremities all day.
9,unintentional weight loss
8,I am having trouble catching my breath due to my fast heart rate.
7,For the last one week i am getting  Excessive Thirst in the night than in the day.
3,I have a high fever and am experiencing sweating and chills.
7,No matter how much water I drink it seems like it isn't enough.
9,I'm concerned about my health due to my recent weight loss.
0,Breathing is labored for me
1,I was out in the heat and started tasting blood going down the back of my throat.
3,I'm experiencing a high temperature.
3,I am dealing with a fever and it's affecting my mental health.
7,"No matter how much I drink, I am still thirsty, I'm feeling excessive thirst."
4,"Doctor, I have a pain in my head.  It isn't a headache it is just a pain going through my head."
9,"I am concerned because even though I am following the high calorie diet, I am still not gaining weight properly and am not losing weight intentionally."
6,mass at feet
5,I’ve had discomfort in my throat for the last 3 days after I swallow
0,My dyspnea symptoms include shortness of breath and difficulty catching my breath.
2,After cooking dinner every evening I am left with a bodyache and my heart would start palpitating rapidly.
3,I have a fever and it's affecting my appetite.
3,"I keep getting these fevers all of the time, even though I have been eating plenty of watermelon, which is known to lower fevers."
2,I have no energy and it feels like my whole body is completely sore
9,I am losing weight without dieting or changing my eating habits. I don't know  why this is happening
4,"I feel this tension in my forehead, and it really hurts and I don't know why."
6,I feel a mass at my lower extremities
2,"I get plenty of sleep at night, but there are days when I get tired a bit too quickly."
1,I have a hard time controlling my nosebleeds.
9,I have noticed received that I have lost some weight that I wasn't planning on losing.
0,When I climb the stairs to my apartment I get shortness of breath.
0,My dyspnea symptoms make it difficult for me to engage in physical activity.
5,After I eat spicy foods I have a burning sensation in the middle of my chest and upper abdomen.
5,I have been having acid indigestion and it is hard to eat any food.
9,I noticed that my body weight started to decrease
0,I have uncomfortable breathing and find it hard to get a deep breath. My breath feels shallow.
8,Rapid Heart Rate
2,Sometimes I'll be driving to the store and I just get a sudden feeling of tiredness. Or I'll be walking in the house and suddenly just get so exhausted I have to lay down for a little bit.
9,I dropped about 30 pounds in only a few weeks.
1,My epistaxis has caused frequent nosebleeds and difficulty stopping the bleeding.
9,There is unexpected weight loss though I have not tried to lose weight.
0,I have been feeling really uncomfortable breathing lately.
2,"I have been tired, like extremely lethargic lately."
1,I've been getting nosebleeds randomly.
3,fever
2,I am dealing with a lot of fatigue and it's affecting my mood.
3,I went to an event with a lot of people and now I have a fever.
3,"Ever since going to a party yesterday, I've been really feverish and after taking my temperature, it came back with 100 degrees."
3,I have had a temperature for three days but no other symptoms.
0,cannot breath
3,goosebumps
4,I feel like I have a really bad throbbing headache across my forehead
7,My mouth is so dry and I;m so thirsty all the time.
2,It’s hard to do every day activities because I have body ache and don’t want to move.
5,burning pain in stomach
3,I started feeling febrile after a headache a couple days ago.
9,I've been eating a lot but I keep losing weight.
4,My forehead has felt really tight lately and I don't know why. It gives me a headache.
5,I have this burning feeling in the pit of my chest. It feels like it is on fire. I drink water but it does not stop the pain.
5,It feels uncomfortable in my chest that moves up my neck and throat
5,I have a burning in my chest and throat.
2,I have a constant feeling of fatigue that won't go away.
1,I frequently have nosebleeds.
2,feeling lazy
2,I feel fatigue. I am unable to work . I feel lazy.
6,Lump at thighs at the mass tip.
3,I am running a fever at the moment.
6,"I found a mass in my calf, it hurts a little but not too bad."
0,"It's hard for me to breath, and my lungs hurt whenever I walk."
6,The discomfort from the mass at lower extremities is intense.
7,I have been experiencing polydipsia recently
6,I feel like I have a mass on my hip. I was doing normal day to day stuff and something on hip started to bother me. I felt around and found this mass like thing on my hip. Not sure how it go there. It can be a little painful at times.
6,I have a lump on my hip.
9,I have been dropping pounds to the point where I had to get new clothes and I don't know why
1,I have to put pressure on my nostrils often to stop my nose from bleeding
5,"I always feel uncomfortable in my stomach. I feel it is burning, and hot in my throat."
6,I hope this mass at lower extremities is not a symptom of something serious.
7,I've observed that I am drinking a lot more water.
1,"My nose keeps bleeding all of the time, even when there's plenty of humidity."
4,I hope this headache is not a migraine.
2,It is difficult for me to do normal activities because lately I seem to be having no energy.
8,fast heartbeat
1,"Every morning, for the past week I have been getting nosebleeds."
3,"I have been feeling really hot, like I have a fever."
4,When I am working I feel painful in my head.
2,I just got over encumbered very quickly. An overwhelming weakness came over me.
0,I have been getting short of breath when I walk.
5,My chest feels like it is burning and on fire.
9,"I have been following a balanced diet, with carbs, fats, proteins in equal quantities, but still I am not gaining weight, and also losing weight unintentionally."
5,I have been eating and drinking a lot and due to that maybe I am feeling this chest burn that doesn't seems to go away no matter how much water I drink
7,I have been feeling very thirsty lately and cannot stop drinking fluids.
3,My body temperature is elevated.
2,feeling of tiredness
2,I am feeling physically and mentally fatigued.
3,febrile
2,I have had an overwhelming feeling of tiredness lately. It came on fairly quickly about two weeks ago. I have no energy and it is really difficult to et anything done.
9,I have become slimmer.
3,I have a fever and it's causing a lot of discomfort.
4,"For the past month, quite often, I feel a lot of forehead pressure. Taking advil and relaxing doesn't seem to relieve it."
1,Blood keeps coming out of my nose.
0,I have dyspnea which results in difficulty breathing.
0,Over the past month I have experienced an increase in feeling like I cannot breath during the night.
2,"The past month or so, it's become apparent that I am running out of energy and feeling really tired which isn't common for me."
0,uncomfortable breathing
7,"I have been feeling thirsty all the time, I believe it's polydipsia"
1,nasal hemorrhage
5,I feel as though I have bad heartburn.
7,I feel like I can never get enough to drink.
8,"Sometimes, I am just relaxing in the office and I experience a rapid heart rate"
2,I got home walking and I feel tired.
3,"Every evening, I feel like I have a raised temperature. I sit down at the end of the day and feel like I'm suddenly running a fever. It may be hormonal or a result of exhaustion."
4,I have noticed over the past month my forehead often feels tight and tingle during the day.
3,"My temperature is really high, I have a fever."
1,"I am watching TV, and suddenly I see blood come out my nose."
0,I've been having a hard time breathing and it feels like something is sitting on my chest.
4,I feel a throbbing headache in the front of my head.
4,Whenever I drive the sun gets in my eyes and I get a headache.
7,Going to college and meeting up with the wrong types of people is definitely what helped trigger my excess drinking.
3,pyrexia
7,excess consumption of fluids
4,I have been having headaches often every day. It has been making it hard for me to function.
6,I noticed a lump under the skin at my hip.
0,"This morning, I am having a hard time to breath. Especially when I lay down."
2,"I feel tired all the time, and my body aches."
2,"I recovered from CVID months back,
 but still I feel body ache even now after doing lightest of work."
2,lack of energy
2,I'm constantly tired.
2,I just always feel tired when walking around and don't want to do anything.
4,There is a pain in my head or face.
5,It feels really hot in my chest after I eat certain foods.
2,Feeling Of Tiredness
1,Some times I wake up and I have blood on my nose and pillow. My brother has the same problem. There is no injury.
0,"I have been struggling with dyspnea for some time, which affects my ability to breathe comfortably."
3,I started feeling ill a few days ago and now I’m feeling febrile.
9,weight loss
7,I am always thirsty. I am drinking about a gallon of water an hour. I just have an extreme thirstiness all the time.
2,im tired all day lately no matter what i do or how much i sleep.
3,My temperature has been very high for the last 3 days.
2,I AM A SHORT GIRL AND I AM EATTING WELL BUT I FEEL VERY TIRED FASTLY AND MY EYES ARE RED
2,I just don't have any get up and go anymore and don't know why I have lethargy.
9,"I have been eating 1 meal each day, causing me to lose an inappropriate amount of weight."
9,I have lost a significant amount of weight in a short period of time.
1,There’s blood pouring out my nose doc. You have to stop it immediately.
1,I have noticed over the past month I often have nose bleeds.
2,I can't seem to muster up the energy to do daily tasks.
9,I am lighter now than I used to be.
2,I always feel so tired.
1,Blood from my nose keeps flowing down
9,"I have lost a lot of weight recently, but I am not on a diet."
8,"I have been diagnosed with an accelerated heart rate, tachycardia."
3,High Temperature
3,"I feel hot and cold, I think I have a fever. My whole body has hot flashes and then chills."
1,"I was napping and when I stood up, I had a nosebleed."
0,I've been having difficulty breathing the last couple of days.
6,I have a lump on my foot.
7,I get up thirsty every night and have to drink at least two glasses of water. It seems my thirst is excessive.
6,I have a large mass on my left leg all of a sudden.
9,I have an issue with unexpected weight loss.
3,My fever is making me feel quite ill.
6,My hip feels heavier than usual.
2,I am having trouble focusing at college due to fatigue.
2,I have a lot of work but I feel extreme laziness.
5,There is a burning sensation in my chest that is getting worse.
3,The fever is causing a lot of emotional distress.
1,My epistaxis symptoms make it difficult for me to engage in my daily activities.
3,I have been carrying a fever for a week now and my temperature is very high.
2,loss of strength
5,My chest is burning with heartburn.
5,I'm hoping this heartburn will go away soon.
2,"Even after a good night's rest, I am still tired all day"
