Input.LABEL,Input.SIMPLE_NAME,Input.SYMPTOM,Input.MESSAGE,Answer.text_answer,Level,ChatGPT or Manual
anxiety,,,,I have exam anxiety where I feel overwhelmed and lose concentration,1,Manual
anxiety,,,,"I am struggling with anxiety, I am unable to handle my college assignments",1,Manual
aphasia,,,,"My kid is suffering from aphasia, what is causing her problem?",1,Manual
aphasia,,,,"My neighbour was in coma and when he woke up, the doctors told us he had aphasia",1,Manual
aphasia,,,,"I used to have aphasia, but now I am much better",1,Manual
aphasia,,,,My friend had a head injury and now he can't speak properly,2,Manual
aphasia,,,,My mother is gradually losing her ability to communicate with others verbally,2,Manual
aphasia,,,,My sister has trouble speaking and understanding other people speaking,2,Manual
aphonia,,,,I can't speak because my throat feels constricted.,2,Manual
aphonia,,,,I've lost my voice and it's causing frustration,2,Manual
aphonia,,,,"I can't communicate with people by talking, I have no voice",2,Manual
aphonia,,,,My voice is too weak due to aphonia.,1,Manual
aphonia,,,,I am struggling to communicate with people as I got aphonia,1,Manual
aphonia,,,,I have aphonia where I can barely speak,1,Manual
areolae darkening,,,,The area around my nipples looks darker in color,2,Manual
areolae darkening,,,,The pigmented skin surrounding a nipple is dark,2,Manual
areolae darkening,,,,I can see that the skin of the area around my nipple is dark,2,Manual
areolae darkening,,,,I am suffering from areolae darkening and use creams for it.,1,Manual
areolae darkening,,,,Why do I have areolae darkening?,1,Manual
areolae darkening,,,,What is causing my areolae to be darkened?,1,Manual
arthralgia,,,,I am suffering from arthralgia,1,Manual
arthralgia,,,,I have been experiencing knees arthralgia for a long time,1,Manual
arthralgia,,,,I am looking for the causes of my recurrent multiple joints arthralgia,1,Manual
arthralgia,,,,I have joint stiffness all over my body,2,Manual
arthralgia,,,,I have pain in my joints,2,Manual
arthralgia,,,,I can feel soreness in the joints between bones,2,Manual
ascites,,,,My belly has swelling from abnormal fluids inside,2,Manual
ascites,,,,My abdominal cavity has strange liquid,2,Manual
ascites,,,,My abdomen looks bloated because of water inside it,2,Manual
ascites,,,,I am suffering from ascites,1,Manual
ascites,,,,I have been having my abdomen swollen due to ascites for a long time,1,Manual
ascites,,,,I am looking for the causes of my persistent ascites,1,Manual
ataxia,,,,I am suffering from ataxia,1,Manual
ataxia,,,,I have been having walking difficulties due to ataxia for a long time,1,Manual
ataxia,,,,I am looking for the causes of my ataxia,1,Manual
ataxia,,,,I have difficulty with walking and balance,2,Manual
ataxia,,,,I'm suffering from hard hand coordination,2,Manual
ataxia,,,,I have poor muscle control in my body,2,Manual
back neck pain,,,,The back of my neck hurts,2,Manual
back neck pain,,,,I have pain in the posterior side of my neck,2,Manual
back neck pain,,,,I have back cervical pain,2,Manual
back neck pain,,,,I am suffering from back neck pain,1,Manual
back neck pain,,,,I have been having back neck pain for a long time,1,Manual
back neck pain,,,,I am looking for the causes of my back neck pain,1,Manual
back pain,,,,I am suffering from back pain,1,Manual
back pain,,,,I have been having back pain for a long time,1,Manual
back pain,,,,I am looking for the causes of my back pain,1,Manual
back pain,,,,My back hurts,2,Manual
back pain,,,,I have pain in my backside,2,Manual
back pain,,,,I have backache when I move,2,Manual
back stiffness,,,,My back feels like a one piece,2,Manual
back stiffness,,,,I'm unable to move my back easily,2,Manual
back stiffness,,,,It's painful to stretch my back,2,Manual
back stiffness,,,,I feel it very hard to move around in the morning due to back stiffness,1,Manual
back stiffness,,,,I got difficulties sitting for a long time due to back stiffness,1,Manual
back stiffness,,,,I am doing aerobic exercises however my back stiffness is not getting any better,1,Manual
barrel chest,,,,I am suffering from barrel chest,1,Manual
barrel chest,,,,I have been told that my chest looks like a barrel chest,1,Manual
barrel chest,,,,I am looking for the causes of my barrel chest,1,Manual
barrel chest,,,,My chest looks like a balloon,2,Manual
barrel chest,,,,I have a big bulge in my chest area above my ribs,2,Manual
barrel chest,,,,I have a rounding of my rib cage,2,Manual
bleeding easily or difficulty controlling bleeding,,,,My body bleeds from any minor injury,2,Manual
bleeding easily or difficulty controlling bleeding,,,,"When bleed, it's really hard to stop it",2,Manual
bleeding easily or difficulty controlling bleeding,,,,My blood doesn't clot quickly,2,Manual
bleeding easily or difficulty controlling bleeding,,,,I am suffering from bleeding easily,1,Manual
bleeding easily or difficulty controlling bleeding,,,,I have been having difficulties controlling bleeding for a long time,1,Manual
bleeding easily or difficulty controlling bleeding,,,,I am looking for the causes of my easy bleeding,1,Manual
blister or vesicle,,,,I have a thin sac filled with fluid on my leg,2,Manual
blister or vesicle,,,,My hand has a bulla that has a clear fluid,2,Manual
blister or vesicle,,,,I have some water-filled skin lesions over some parts on my body,2,Manual
blister or vesicle,,,,I am suffering from blisters and vesicles,1,Manual
blister or vesicle,,,,I have been having blisters on different parts of my body for a long time,1,Manual
blister or vesicle,,,,I am looking for the causes of the vesicle on my hand,1,Manual
blue sclerae,,,,The white area in my eyes seems blue,2,Manual
blue sclerae,,,,I have bluish color on the whites of my eyes,2,Manual
blue sclerae,,,,The whitish space in my eye looks blue in color,2,Manual
blue sclerae,,,,I am suffering from blue sclerae,1,Manual
blue sclerae,,,,I was told that my sclera looks blue in my left eye,1,Manual
blue sclerae,,,,I am looking for the causes of the blue sclerae that I have,1,Manual
blurred vision,,,,"I can't drive at night, my vision is blurry.",1,Manual
blurred vision,,,,I am struggling to read the newspaper due to blurry vision.,1,Manual
blurred vision,,,,"My vision has been blurry and distorted for the past couple of days, it is annoying.",1,Manual
blurred vision,,,,"I can't see things clearly, the image is distorted",2,Manual
blurred vision,,,,Things around me are blurred,2,Manual
blurred vision,,,,My eyesight is unclear,2,Manual
bone deformity,,,,The bone of my leg has an abnormal shape,2,Manual
bone deformity,,,,I have a distortion in the bones of my fingers,2,Manual
bone deformity,,,,My lower limbs have bone deviation,2,Manual
bone deformity,,,,I am suffering from bone deformity,1,Manual
bone deformity,,,,I was told that my back looks weird and it may be caused by a bone deformity,1,Manual
bone deformity,,,,I am looking for the causes of the bone deformity that I have,1,Manual
bone pain,,,,My bones hurt when I move,2,Manual
bone pain,,,,I have bone ache that causes discomfort,2,Manual
bone pain,,,,I can't move a lot as I tend to have discomfort in my bones,2,Manual
bone pain,,,,I am suffering from bone pain,1,Manual
bone pain,,,,I have been having bone pain for a long time,1,Manual
bone pain,,,,I am looking for the causes of my generalized bone pain,1,Manual
borborygmus,,,,I can hear my bowel sounds due to borborygmus,1,Manual
borborygmus,,,,It is getting embarrassing when I get borborygmus in public,1,Manual
borborygmus,,,,I am experiencing frequent loud stomach sounds or borborygmus,1,Manual
borborygmus,,,,I have nosiy sounds coming from my belly,2,Manual
borborygmus,,,,My stomach is speaking,2,Manual
borborygmus,,,,I can hear my abdomen,2,Manual
bradycardia,,,,My heart rate is very slow,2,Manual
bradycardia,,,,My heart beats fewer than 60 times a minute,2,Manual
bradycardia,,,,I have a heart beat that is unusually slow,2,Manual
bradycardia,,,,I am suffering from bradycardia,1,Manual
bradycardia,,,,I have been experiencing bradycardia for one week,1,Manual
bradycardia,,,,I am looking for the causes of my bradycardia,1,Manual
bradykinesia,,,,I am getting very slow while walking due to bradykinesia,1,Manual
bradykinesia,,,,My bradykinesia is causing me to have sluggish movements,1,Manual
bradykinesia,,,,I can't swing my arms when I walk like before,2,Manual
bradykinesia,,,,It's hard for me to stand out of a chair,2,Manual
bradykinesia,,,,I feel my movement is freezing and can't walk fast,2,Manual
breast fullness,,,,My boobs feel full and heavy,2,Manual
breast fullness,,,,I have heaviness in my breasts than they used to be,2,Manual
breast fullness,,,,I have a feeling of fullness in my boobs,2,Manual
breast fullness,,,,I am suffering from breast fullness,1,Manual
breast fullness,,,,I have been experiencing breast fullness for one week,1,Manual
breast fullness,,,,I feel uncomfort due to my breast fullness,1,Manual
breast induration,,,,I am suffering from breast induration,1,Manual
breast induration,,,,I have been experiencing breast induration for one week,1,Manual
breast induration,,,,I feel uncomfort due to my breast induration,1,Manual
breast induration,,,,My boobs feel hard and painful,2,Manual
breast induration,,,,I have hardening in my breasts than they used to be,2,Manual
breast induration,,,,I have a feeling of thickening in my boobs,2,Manual
breast lump,,,,I feel multiple small lumps in my left breast,1,Manual
breast lump,,,,I am worried of my breast lump to cancerous as my mother was diagnosed with cancer,1,Manual
breast lump,,,,"I noticed a firm lump in my breast, it is not moving and it is a little bit painful.",1,Manual
breast lump,,,,I can feel a small swelling in my breast,2,Manual
breast lump,,,,I have a rounded bulge in my boob,2,Manual
breast lump,,,,There's a small bulge in my breast,2,Manual
breast pain,,,,My boobs feel painful,2,Manual
breast pain,,,,I have discomfort in my breasts,2,Manual
breast pain,,,,I have an achy feeling in my boobs,2,Manual
breast pain,,,,I am suffering from breast pain,1,Manual
breast pain,,,,I have been experiencing breast pain for one week,1,Manual
breast pain,,,,I feel uncomfort due to my breast pain,1,Manual
breast shrinkage,,,,My boobs have decreased in size,2,Manual
breast shrinkage,,,,I have smaller breasts now,2,Manual
breast shrinkage,,,,I started to feel that my breast is smaller in size,2,Manual
breast shrinkage,,,,I am suffering from breast shrinkage,1,Manual
breast shrinkage,,,,I have been experiencing breast shrinkage for one week,1,Manual
breast shrinkage,,,,I feel uncomfort due to my breast shrinkage,1,Manual
breast swelling,,,,The skin of my boobs looks puffy,2,Manual
breast swelling,,,,My breast feels larger than usual,2,Manual
breast swelling,,,,My boobs look swollen,2,Manual
breast swelling,,,,I am suffering from breast swelling,1,Manual
breast swelling,,,,I have been experiencing breast swelling for one week,1,Manual
breast swelling,,,,I feel uncomfort due to my breast swelling,1,Manual
breast tenderness,,,,I am suffering from breast tenderness,1,Manual
breast tenderness,,,,I have been experiencing breast tenderness for one week,1,Manual
breast tenderness,,,,I feel uncomfort due to my breast tenderness,1,Manual
breast tenderness,,,,The skin of my boobs is sensitive to touch,2,Manual
breast tenderness,,,,My breast feels achy to touch,2,Manual
breast tenderness,,,,My boobs feel painful when I apply pressure,2,Manual
brittle nails,,,,I am suffering from brittle nails,1,Manual
brittle nails,,,,I have been experiencing brittle nails and it is not getting any better,1,Manual
brittle nails,,,,"I feel uncomfort due to my brittle nails, they look bad",1,Manual
brittle nails,,,,I'm struggling with nails that break very easy,2,Manual
brittle nails,,,,"I can't have my nails long, they keep breaking",2,Manual
brittle nails,,,,My nails are very weak,2,Manual
brittle nails,,,,My nails are more fragile than usual.,2,Manual
brittle nails,,,,I've experienced increased nail breakage.,2,Manual
brittle nails,,,,My nails are easily shattered.,2,Manual
brittle nails,,,,The strength of my nails has decreased.,2,Manual
brittle nails,,,,There is a noticeable fragility in my nails.,2,Manual
brittle nails,,,,My nails are more susceptible to breakage than before.,2,Manual
brittle nails,,,,There has been a change in the durability of my nails.,2,Manual
brittle nails,,,,My nails are more prone to snapping.,2,Manual
brittle nails,,,,The strength of my nails has become weaker.,2,Manual
brittle nails,,,,My nails are easily damaged.,2,Manual
brittle nails,,,,The durability of my nails has decreased.,2,Manual
brittle nails,,,,My nails are more prone to chipping.,2,Manual
brittle nails,,,,There is a noticeable lack of strength in my nails.,2,Manual
brittle nails,,,,My nails are easily breakable.,2,Manual
brittle nails,,,,The durability of my nails has become less robust.,2,Manual
brittle nails,,,,My nails are more prone to cracking.,2,Manual
brittle nails,,,,There is a noticeable increase in the fragility of my nails.,2,Manual
bulge at groin,,,,I have a distended area in my groin,2,Manual
bulge at groin,,,,I can see a bulge in the area between my abdomen and the upper thigh,2,Manual
bulge at groin,,,,The area next to my genitals look puffy,2,Manual
bulge at groin,,,,I feel a small bulge on the right side of my groin.,1,Manual
bulge at groin,,,,I noticed a bulge at my groin when I had a shower this morning,1,Manual
bulge at groin,,,,"I have a painful bulging mass at my groin, it is annoying and I am worried",1,Manual
bulging fontanels,,,,There's a bulge at the top of head,2,Manual
bulging fontanels,,,,The top of the head feels abnormally swollen,2,Manual
bulging fontanels,,,,My baby has protrusions on his scalp,2,Manual
bulging fontanels,,,,I felt bulging fontanels while I was washing my baby's head.,1,Manual
bulging fontanels,,,,I think my little baby head has bulging fontanels,1,Manual
burning feeling from vagina,,,,I am suffering from a burning feeling from the vagina,1,Manual
burning feeling from vagina,,,,I feel burning sensation at my vagina,1,Manual
burning feeling from vagina,,,,It is very uncomfortable having the burning feeling from my vagina,1,Manual
burning feeling from vagina,,,,I have a very hot feeling in my vagina,2,Manual
burning feeling from vagina,,,,My vagina is flaming,2,Manual
burning feeling from vagina,,,,I have a burning feeling in my vulva,2,Manual
burning or stinging eyes,,,,I have a very hot feeling in my eyes,2,Manual
burning or stinging eyes,,,,My eyes are flaming,2,Manual
burning or stinging eyes,,,,I have a burning feeling in my eyeball,2,Manual
burning or stinging eyes,,,,I feel my eyes are burning or stinging,1,Manual
burning or stinging eyes,,,,I am suffering from burning or stinging sensation in my eyes,1,Manual
burning or stinging eyes,,,,I have a burning sensation in my eyes,1,Manual
cataplexy,,,,I was crying and suddenly I lost my muscle strength,2,Manual
cataplexy,,,,I was awake when I started having an inability to move,2,Manual
cataplexy,,,,When I was very angry I started to feel muscle weakness,2,Manual
cataplexy,,,,I am suffering from cataplexy,1,Manual
cataplexy,,,,I have trouble to maintaining my physical activity due to cataplexy,1,Manual
cataplexy,,,,I am looking for the causes of my cataplexy,1,Manual
change in eating habits,,,,"I started recently to have a change in my eating habits, I feel less desire to eat.",1,Manual
change in eating habits,,,,"I think my appetite is worse now, I am experiencing a change in my eating habits",1,Manual
change in eating habits,,,,I've been eating slowly recently,2,Manual
change in eating habits,,,,I started to take longer time to finish my meal,2,Manual
change in eating habits,,,,I'm not finishing my meal on time,2,Manual
chest pain,,,,I have chest discomfort that doesn't go away,2,Manual
chest pain,,,,The area of my ribs hurts,2,Manual
chest pain,,,,My torso feels painful,2,Manual
chest pain,,,,I have chest pain,1,Manual
chest pain,,,,I was setting with my grandfather when he suddenly started to feel chest pain,1,Manual
chest pain,,,,I experience chest pain whenever I exercise hard,1,Manual
child pulls on or rubs the ear repeatedly,,,,I noticed that my child is rubbing his ear more repeatedly,1,Manual
child pulls on or rubs the ear repeatedly,,,,"I think my baby has something in his ear, he keeps pulling and rubbing it repeatedly.",1,Manual
child pulls on or rubs the ear repeatedly,,,,My kid keep holding his ear,2,Manual
child pulls on or rubs the ear repeatedly,,,,I've noticed recently that my child keeps scratching his ear,2,Manual
child pulls on or rubs the ear repeatedly,,,,My daughter holds her ear continuously,2,Manual
child with difficulty in reading or following,,,,My child has difficulties in reading,1,Manual
child with difficulty in reading or following,,,,My child has difficulties in following objects with his eyes,1,Manual
child with difficulty in reading or following,,,,I am facing hard times teaching my son as he has difficulties in reading or following,1,Manual
child with difficulty in reading or following,,,,My child can't read but he's old enough,2,Manual
child with difficulty in reading or following,,,,I have a child who has difficulties learning to read,2,Manual
child with difficulty in reading or following,,,,My kid has reading problems,2,Manual
child with poor appetite,,,,I noticed that my kid doesn't like to eat like before,2,Manual
child with poor appetite,,,,My baby started to hate food,2,Manual
child with poor appetite,,,,My kid is not finishing his dish on meals,2,Manual
child with poor appetite,,,,"My child is not eating well anymore, he has got poor appetite",1,Manual
child with poor appetite,,,,"I notice that my child is eating less now, maybe he has poor appetite",1,Manual
chorea,,,,My arms are doing jerky movements uncontrollably,2,Manual
chorea,,,,My facial muscles move involuntarily,2,Manual
chorea,,,,My legs do random movements out of my control,2,Manual
chorea,,,,I have been experiencing chorea for a long time,1,Manual
chorea,,,,I want to know what is causing my chorea,1,Manual
chorea,,,,I am facing hard times because of chorea,1,Manual
cold extremities,,,,My hands are freezing,2,Manual
cold extremities,,,,My upper extremities feel like ice,2,Manual
cold extremities,,,,My hands and feet feel cold,2,Manual
cold extremities,,,,I have been experiencing cold extremities for a long time,1,Manual
cold extremities,,,,I want to know what is causing my cold extremities,1,Manual
cold extremities,,,,I am facing hard times playing basketball due to cold extremities,1,Manual
cold intolerance,,,,I have been experiencing cold intolerance for a long time,1,Manual
cold intolerance,,,,I want to know what is causing my cold intolerance,1,Manual
cold intolerance,,,,I am facing hard time sitting in the office due to cold intolerance,1,Manual
cold intolerance,,,,I always feel colder than other people in the same environment,2,Manual
cold intolerance,,,,"I feel cold, even on a warm day",2,Manual
cold intolerance,,,,I have an abnormal sensitivity to cold temperatures,2,Manual
confusion,,,,I have been experiencing confusion for a long time,1,Manual
confusion,,,,I want to know what is causing my recurrent confusion episodes,1,Manual
confusion,,,,I was lost yesterday in the city due to a sudden confusion I had,1,Manual
confusion,,,,I have uncertainty about what is happening,2,Manual
confusion,,,,I'm unable to think clearly,2,Manual
confusion,,,,Sometimes I find myself bewildered,2,Manual
constipation,,,,I find it hard to poop with ease,2,Manual
constipation,,,,My bowel movement is not soft,2,Manual
constipation,,,,I have pain in my anus from hard bowel movement,2,Manual
constipation,,,,I have been experiencing constipation for a long time,1,Manual
constipation,,,,I want to know what is causing my recurrent constipation episodes,1,Manual
constipation,,,,I am feeling uncomfortable due to the constipation I have,1,Manual
cough,,,,I have been experiencing a cough for a long time,1,Manual
cough,,,,I want to know what is causing my recurrent cough episodes,1,Manual
cough,,,,I am feeling uncomfortable due to the persistent cough I have,1,Manual
cough,,,,I've been making a lot of throat noises recently.,2,Manual
cough,,,,I've been experiencing some hacking.,2,Manual
cough,,,,I've been making some hacking and choking sounds.,2,Manual
cracking of fingers during regular movement,,,,I can hear a sound from my fingers when I move them,2,Manual
cracking of fingers during regular movement,,,,"When I move my fingers, I can hear something",2,Manual
cracking of fingers during regular movement,,,,There's a popping sound coming from my fingers with movement,2,Manual
cracking of fingers during regular movement,,,,I hear cracking sounds in my fingers when I type on the keyboard.,1,Manual
cracking of fingers during regular movement,,,,"Cracking sounds of my fingers are getting louder while I play piano, I feel it is popping",1,Manual
cracking sound at joints,,,,I can hear my joints when I move,2,Manual
cracking sound at joints,,,,There's a noise coming from my joints,2,Manual
cracking sound at joints,,,,Sometimes I hear crashing sound from my joints,2,Manual
cracking sound at joints,,,,I have been experiencing a cracking sound at my joints for one month,1,Manual
cracking sound at joints,,,,I want to know what is causing the recurrent cracking sound at joints,1,Manual
cracking sound at joints,,,,I am feeling uncomfortable due to the persistent cracking sounds at my joints,1,Manual
crust in face,,,,I can see a hard lesion on my face,2,Manual
crust in face,,,,There are scabs on my forehead,2,Manual
crust in face,,,,Scaly patches are forming on my face,2,Manual
crust in face,,,,I have been experiencing a crust in face for one month,1,Manual
crust in face,,,,I want to know what is causing the crust in face,1,Manual
crust in face,,,,I am feeling uncomfortable going out due to the crust in face,1,Manual
crust in lower extremity,,,,I can see a hard lesion on my leg,2,Manual
crust in lower extremity,,,,There are scabs on my shin,2,Manual
crust in lower extremity,,,,Scaly patches are forming on my foot,2,Manual
crust in lower extremity,,,,I have been experiencing a crust in lower extremity for one month,1,Manual
crust in lower extremity,,,,I want to know what is causing the crust in my leg,1,Manual
crust in lower extremity,,,,I am feeling uncomfortable wearing socks due to the crust in my feet,1,Manual
crust in trunk,,,,I can see a hard lesion on my chest,2,Manual
crust in trunk,,,,There are scabs on my chest,2,Manual
crust in trunk,,,,Scaly patches are forming on my chest,2,Manual
crust in trunk,,,,I have been experiencing a crust in trunk for one month,1,Manual
crust in trunk,,,,I want to know what is causing the crust in my chest,1,Manual
crust in trunk,,,,I am feeling uncomfortable wearing shirts due to the crust in my back,1,Manual
crust in upper extremity,,,,I have been experiencing a crust in upper extremity for one month,1,Manual
crust in upper extremity,,,,I want to know what is causing the crust in my arm,1,Manual
crust in upper extremity,,,,I am feeling uncomfortable wearing gloves due to the crust in my hand,1,Manual
crust in upper extremity,,,,I can see a hard lesion on my arm,2,Manual
crust in upper extremity,,,,There are scabs on my wrist,2,Manual
crust in upper extremity,,,,Scaly patches are forming on my hands,2,Manual
cyanosis,,,,"My lips are getting bluish in color, I am suffering from cyanosis",1,Manual
cyanosis,,,,I have cyanosis where my skin tone is turning into blue,1,Manual
cyanosis,,,,I have purple lips,2,Manual
cyanosis,,,,My fingertips look bluish in color,2,Manual
cyanosis,,,,I feel my tongue turns purple in color,2,Manual
dark urine,,,,I have been experiencing dark urine for one month,1,Manual
dark urine,,,,My urine output is becoming darker,1,Manual
dark urine,,,,I am feeling worried because of the dark urine,1,Manual
dark urine,,,,My piss is darker than normal,2,Manual
dark urine,,,,My urine is highly pigmented,2,Manual
dark urine,,,,My urine is very orange,2,Manual
darkening of skin in lower leg or foot,,,,My foot has a skin that is hyperpigmented,2,Manual
darkening of skin in lower leg or foot,,,,My lower leg has a skin that is hyperpigmented,2,Manual
darkening of skin in lower leg or foot,,,,I have a skin batch with a deep color on my foot,2,Manual
darkening of skin in lower leg or foot,,,,I noticed darkening of skin in my lower leg,1,Manual
darkening of skin in lower leg or foot,,,,I want to know what is causing the darkening of skin in my foot,1,Manual
darkening of skin in lower leg or foot,,,,I am feeling worried because of the darkening of skin in lower leg and foot,1,Manual
"darkening of skin on the hands, arms, neck and face",,,,"I noticed dark skin at my neck and face, I am not sure why, it feels crusty.",1,Manual
"darkening of skin on the hands, arms, neck and face",,,,"The dark skin on my hands, arms and face is getting more noticeable now, what could it be?",1,Manual
"darkening of skin on the hands, arms, neck and face",,,,"I can see dark skin areas on my face and neck, I am little bit worried",1,Manual
"darkening of skin on the hands, arms, neck and face",,,,My hands appear with a darker color,2,Manual
"darkening of skin on the hands, arms, neck and face",,,,I have a dark batch of skin on my neck,2,Manual
"darkening of skin on the hands, arms, neck and face",,,,my face appears with a discoloration,2,Manual
decreased fetal movements,,,,My baby in my belly is not moving as before,2,Manual
decreased fetal movements,,,,My fetus is not as active as before,2,Manual
decreased fetal movements,,,,I can't feel my baby very much,2,Manual
decreased fetal movements,,,,I am worried about the decreased fetal movement I am feeling,1,Manual
decreased fetal movements,,,,I think I need to see a doctor for my feeling of decreased fetal movements,1,Manual
