label,text
mass at lower extremities,I hope this mass at lower extremities is not a symptom of something serious.
mass at lower extremities,The mass at lower extremities is driving me crazy.
polydipsia,"I've been drinking a lot more water than usual, I think it's polydipsia"
polydipsia,I've been experiencing polydipsia
polydipsia,"I have been feeling thirsty all the time, I believe it's polydipsia"
polydipsia,"I have been drinking excessive amounts of water, I suspect it's polydipsia"
polydipsia,I have been told that I have polydipsia
polydipsia,My doctor said that I have polydipsia
polydipsia,I have been informed that I have polydipsia
polydipsia,I have been diagnosed with polydipsia
polydipsia,I have polydipsia and I have been told it's a symptom of some condition
polydipsia,"I have noticed that I have been drinking more water than usual, it's polydipsia"
polydipsia,"I have been experiencing excessive thirst, I think it's polydipsia"
polydipsia,I have been observing polydipsia
polydipsia,I have been experiencing polydipsia recently
polydipsia,"I have been drinking more water than usual, I think it's polydipsia"
polydipsia,I have polydipsia which is a symptom of some underlying condition
polydipsia,I have been experiencing polydipsia for some time now
polydipsia,"I have been told that I am showing signs of polydipsia, which is an indication of a certain condition"
polydipsia,I have polydipsia and have been advised to see a doctor
polydipsia,I have been experiencing polydipsia and I am seeking medical attention for it
polydipsia,"I have been noticing that I have been drinking a lot more water than usual, I believe it's polydipsia"
polydipsia,I am drinking a lot more water than usual.
polydipsia,I've noticed that I am thirstier than normal.
polydipsia,I am consuming an excessive amount of fluids.
polydipsia,I've observed that I am drinking a lot more water.
polydipsia,My thirst is unrelenting and I am constantly drinking water.
polydipsia,I've noticed that my fluid intake has increased significantly.
polydipsia,I am drinking an unusual amount of water.
polydipsia,I've observed that I am drinking water excessively.
polydipsia,I am constantly feeling thirsty and reaching for water.
polydipsia,I've noticed that I am always thirsty.
tachycardia,I have been diagnosed with tachycardia.
tachycardia,I have been experiencing episodes of tachycardia.
tachycardia,Tachycardia has become a recurring issue for me.
tachycardia,"I have a fast heart rate, a symptom of tachycardia."
tachycardia,"My heart rate has been elevated, a sign of tachycardia."
tachycardia,I have been suffering from tachycardia for some time now.
tachycardia,Tachycardia is causing me discomfort and stress.
tachycardia,I have a medical condition known as tachycardia.
tachycardia,Tachycardia has been affecting my daily life.
tachycardia,I have been experiencing tachycardia regularly.
tachycardia,"I have a rapid heartbeat, a characteristic of tachycardia."
tachycardia,Tachycardia has become a concern for my overall health.
tachycardia,"I have been diagnosed with an accelerated heart rate, tachycardia."
tachycardia,Tachycardia is causing me physical and emotional distress.
tachycardia,I have been struggling with tachycardia for a while now.
tachycardia,"I have an elevated heart rate, a symptom of tachycardia."
tachycardia,Tachycardia has been a persistent issue in my life.
tachycardia,"I have a condition known as tachycardia, which affects my heart rate."
tachycardia,Tachycardia has become a significant problem in my life.
tachycardia,I am dealing with tachycardia and its effects on my heart and body.
tachycardia,My heart is beating very fast.
tachycardia,I feel like my heart is racing.
tachycardia,My pulse is rapid and strong.
tachycardia,My heart rate is elevated and uneven.
tachycardia,I am experiencing palpitations in my chest.
tachycardia,My heartbeat is rapid and noticeable.
tachycardia,My pulse is elevated and I can feel it strongly.
tachycardia,I am having trouble catching my breath due to my fast heart rate.
tachycardia,My heart rate is higher than normal and it's causing me discomfort.
tachycardia,I feel like my heart is skipping a beat.
tachycardia,My pulse is fast and I can feel it in my neck.
tachycardia,My pulse is rapid and I am having trouble relaxing.
weight loss,My clothes have become looser.
weight loss,I have noticed a reduction in my body size.
weight loss,I have lost inches in my waistline.
weight loss,I no longer fill out my clothes the way I used to.
weight loss,I have become slimmer.
weight loss,My body weight has decreased.
weight loss,I have noticed a reduction in my overall body mass.
weight loss,I have lost substantial amounts of fat.
weight loss,My body has become leaner.
weight loss,I am no longer carrying as much weight as I used to.
weight loss,My clothes are not as tight as they used to be.
weight loss,I have shed pounds.
weight loss,My body weight has gone down.
weight loss,I am lighter now than I used to be.
weight loss,I have lost mass from my body.
weight loss,I have become trimmer.
weight loss,I am now carrying less weight than I did previously.
weight loss,I have experienced significant weight loss recently.
weight loss,I have been losing weight rapidly without trying.
weight loss,I have noticed a decline in my weight.
weight loss,I'm concerned about my rapid weight loss.
weight loss,I have lost a significant amount of weight in a short period of time.
weight loss,I need to see a doctor about my sudden weight loss.
weight loss,I have an issue with unexpected weight loss.
weight loss,I have been struggling with rapid weight loss.
weight loss,I'm worried about my weight as it continues to decline.
weight loss,I have a concern about my unexplained weight loss.
weight loss,I need to get this checked out as I have lost a lot of weight without trying.
weight loss,I have been experiencing persistent weight loss.
weight loss,I need to take action to address my weight loss.
weight loss,I'm experiencing weight loss that is not normal for me.
weight loss,I have a recurrent issue with rapid weight loss.
weight loss,I need medical attention for my unexpected weight loss.
weight loss,I have a history of weight loss and need to take steps to prevent further decline.
weight loss,I'm concerned about my health due to my recent weight loss.
weight loss,I need to address my weight loss issue to maintain good health.
weight loss,I have an ongoing issue with weight loss and need to take action to address it.
